fecha,item_id,nombre_item,categoria,unidad_medida,ocupacion_familias,stock_inicio,ingreso_stock,consumo_real,stock_fin,consumo_estimado_7d,consumo_estimado_14d,dias_cobertura,stock_critico_7d,stock_critico_14d
2025-04-07,ITM011,Agua embotellada,alimentos,litro,54,590.0,0.0,32.8,557.2,222.6,445.2,17.52,0.0,0.0
2025-04-08,ITM011,Agua embotellada,alimentos,litro,55,557.2,0.0,28.2,529.0,221.0,442.0,16.76,0.0,0.0
2025-04-09,ITM011,Agua embotellada,alimentos,litro,56,529.0,0.0,24.8,504.2,223.6,447.2,15.78,0.0,0.0
2025-04-10,ITM011,Agua embotellada,alimentos,litro,58,504.2,0.0,37.8,466.4,227.4,454.8,14.36,0.0,0.0
2025-04-11,ITM011,Agua embotellada,alimentos,litro,58,466.4,0.0,32.4,434.0,233.5,467.0,13.01,0.0,0.0
2025-04-12,ITM011,Agua embotellada,alimentos,litro,57,434.0,0.0,39.8,394.2,242.4,484.8,11.38,0.0,0.0
2025-04-13,ITM011,Agua embotellada,alimentos,litro,58,394.2,0.0,37.0,357.2,232.8,465.6,10.74,0.0,0.0
2025-04-14,ITM011,Agua embotellada,alimentos,litro,57,357.2,0.0,36.8,320.4,236.8,473.6,9.47,0.0,0.0
2025-04-15,ITM011,Agua embotellada,alimentos,litro,58,320.4,0.0,31.2,289.2,239.8,479.6,8.44,0.0,0.0
2025-04-16,ITM011,Agua embotellada,alimentos,litro,56,289.2,0.0,28.9,260.3,243.9,487.8,7.47,0.0,0.0
2025-04-17,ITM011,Agua embotellada,alimentos,litro,56,616.1,355.8,35.0,581.1,241.1,482.2,16.87,0.0,0.0
2025-04-18,ITM011,Agua embotellada,alimentos,litro,55,581.1,0.0,36.1,545.0,244.8,489.6,15.58,0.0,0.0
2025-04-19,ITM011,Agua embotellada,alimentos,litro,55,545.0,0.0,46.7,498.3,251.7,503.4,13.86,0.0,0.0
2025-04-20,ITM011,Agua embotellada,alimentos,litro,52,498.3,0.0,25.3,473.0,240.0,480.0,13.8,0.0,0.0
2025-04-21,ITM011,Agua embotellada,alimentos,litro,52,473.0,0.0,28.9,444.1,232.1,464.2,13.39,0.0,0.0
2025-04-22,ITM011,Agua embotellada,alimentos,litro,53,444.1,0.0,26.7,417.4,227.6,455.2,12.84,0.0,0.0
2025-04-23,ITM011,Agua embotellada,alimentos,litro,52,417.4,0.0,24.7,392.7,223.4,446.8,12.3,0.0,0.0
2025-04-24,ITM011,Agua embotellada,alimentos,litro,53,392.7,0.0,24.7,368.0,213.1,426.2,12.09,0.0,0.0
2025-04-25,ITM011,Agua embotellada,alimentos,litro,55,368.0,0.0,20.9,347.1,197.9,395.8,12.28,0.0,0.0
2025-04-26,ITM011,Agua embotellada,alimentos,litro,55,347.1,0.0,26.7,320.4,177.9,355.8,12.61,0.0,0.0
2025-04-27,ITM011,Agua embotellada,alimentos,litro,55,320.4,0.0,31.7,288.7,184.3,368.6,10.97,0.0,0.0
2025-04-28,ITM011,Agua embotellada,alimentos,litro,56,288.7,0.0,26.2,262.5,181.6,363.2,10.12,0.0,0.0
2025-04-29,ITM011,Agua embotellada,alimentos,litro,55,262.5,0.0,34.9,227.6,189.8,379.6,8.39,0.0,0.0
2025-04-30,ITM011,Agua embotellada,alimentos,litro,54,227.6,0.0,25.3,202.3,190.4,380.8,7.44,0.0,0.0
2025-05-01,ITM011,Agua embotellada,alimentos,litro,52,202.3,0.0,20.9,181.4,186.6,373.2,6.8,0.0,0.0
2025-05-02,ITM011,Agua embotellada,alimentos,litro,53,642.7,461.3,33.0,609.7,198.7,397.4,21.48,0.0,0.0
2025-05-03,ITM011,Agua embotellada,alimentos,litro,51,609.7,0.0,42.2,567.5,214.2,428.4,18.55,0.0,0.0
2025-05-04,ITM011,Agua embotellada,alimentos,litro,52,567.5,0.0,37.1,530.4,219.6,439.2,16.91,0.0,0.0
2025-05-05,ITM011,Agua embotellada,alimentos,litro,47,530.4,0.0,25.1,505.3,218.5,437.0,16.19,0.0,0.0
2025-05-06,ITM011,Agua embotellada,alimentos,litro,48,505.3,0.0,27.6,477.7,211.2,422.4,15.83,0.0,0.0
2025-05-07,ITM011,Agua embotellada,alimentos,litro,52,477.7,0.0,21.1,456.6,207.0,414.0,15.44,0.0,0.0
2025-05-08,ITM011,Agua embotellada,alimentos,litro,54,456.6,0.0,32.0,424.6,218.1,436.2,13.63,0.0,0.0
2025-05-09,ITM011,Agua embotellada,alimentos,litro,55,424.6,0.0,37.7,386.9,222.8,445.6,12.16,0.0,0.0
2025-05-10,ITM011,Agua embotellada,alimentos,litro,55,386.9,0.0,29.2,357.7,209.8,419.6,11.93,0.0,0.0
2025-05-11,ITM011,Agua embotellada,alimentos,litro,55,357.7,0.0,28.6,329.1,201.3,402.6,11.44,0.0,0.0
2025-05-12,ITM011,Agua embotellada,alimentos,litro,54,329.1,0.0,35.5,293.6,211.7,423.4,9.71,0.0,0.0
2025-05-13,ITM011,Agua embotellada,alimentos,litro,53,293.6,0.0,36.7,256.9,220.8,441.6,8.14,0.0,0.0
2025-05-14,ITM011,Agua embotellada,alimentos,litro,53,256.9,0.0,28.9,228.0,228.6,457.2,6.98,0.0,0.0
2025-05-15,ITM011,Agua embotellada,alimentos,litro,54,620.3,392.3,25.7,594.6,222.3,444.6,18.72,0.0,0.0
2025-05-16,ITM011,Agua embotellada,alimentos,litro,51,594.6,0.0,34.0,560.6,218.6,437.2,17.95,0.0,0.0
2025-05-17,ITM011,Agua embotellada,alimentos,litro,50,560.6,0.0,30.2,530.4,219.6,439.2,16.91,0.0,0.0
2025-05-18,ITM011,Agua embotellada,alimentos,litro,49,530.4,0.0,27.9,502.5,218.9,437.8,16.07,0.0,0.0
2025-05-19,ITM011,Agua embotellada,alimentos,litro,51,502.5,0.0,30.6,471.9,214.0,428.0,15.44,0.0,0.0
2025-05-20,ITM011,Agua embotellada,alimentos,litro,51,471.9,0.0,27.9,444.0,205.2,410.4,15.15,0.0,0.0
2025-05-21,ITM011,Agua embotellada,alimentos,litro,52,444.0,0.0,34.3,409.7,210.6,421.2,13.62,0.0,0.0
2025-05-22,ITM011,Agua embotellada,alimentos,litro,50,409.7,0.0,26.3,383.4,211.2,422.4,12.71,0.0,0.0
2025-05-23,ITM011,Agua embotellada,alimentos,litro,49,383.4,0.0,25.9,357.5,203.1,406.2,12.32,0.0,0.0
2025-05-24,ITM011,Agua embotellada,alimentos,litro,48,357.5,0.0,32.5,325.0,205.4,410.8,11.08,0.0,0.0
2025-05-25,ITM011,Agua embotellada,alimentos,litro,51,325.0,0.0,34.1,290.9,211.6,423.2,9.62,0.0,0.0
2025-05-26,ITM011,Agua embotellada,alimentos,litro,53,290.9,0.0,26.8,264.1,207.8,415.6,8.9,0.0,0.0
2025-05-27,ITM011,Agua embotellada,alimentos,litro,50,264.1,0.0,32.5,231.6,212.4,424.8,7.63,0.0,0.0
2025-05-28,ITM011,Agua embotellada,alimentos,litro,48,231.6,0.0,24.0,207.6,202.1,404.2,7.19,0.0,0.0
2025-05-29,ITM011,Agua embotellada,alimentos,litro,49,632.6,425.0,25.7,606.9,201.5,403.0,21.08,0.0,0.0
2025-05-30,ITM011,Agua embotellada,alimentos,litro,46,606.9,0.0,31.2,575.7,206.8,413.6,19.49,0.0,0.0
2025-05-31,ITM011,Agua embotellada,alimentos,litro,46,575.7,0.0,32.2,543.5,206.5,413.0,18.42,0.0,0.0
2025-06-01,ITM011,Agua embotellada,alimentos,litro,48,543.5,0.0,21.8,521.7,194.2,388.4,18.8,0.0,0.0
2025-06-02,ITM011,Agua embotellada,alimentos,litro,47,521.7,0.0,32.6,489.1,200.0,400.0,17.12,0.0,0.0
2025-06-03,ITM011,Agua embotellada,alimentos,litro,47,489.1,0.0,31.6,457.5,199.1,398.2,16.08,0.0,0.0
2025-06-04,ITM011,Agua embotellada,alimentos,litro,49,457.5,0.0,28.8,428.7,203.9,407.8,14.72,0.0,0.0
2025-06-05,ITM011,Agua embotellada,alimentos,litro,48,428.7,0.0,23.3,405.4,201.5,403.0,14.08,0.0,0.0
2025-06-06,ITM011,Agua embotellada,alimentos,litro,50,405.4,0.0,24.7,380.7,195.0,390.0,13.67,0.0,0.0
2025-06-07,ITM011,Agua embotellada,alimentos,litro,50,380.7,0.0,28.0,352.7,190.8,381.6,12.94,0.0,0.0
2025-06-08,ITM011,Agua embotellada,alimentos,litro,50,352.7,0.0,24.8,327.9,193.8,387.6,11.84,0.0,0.0
2025-06-09,ITM011,Agua embotellada,alimentos,litro,51,327.9,0.0,23.6,304.3,184.8,369.6,11.53,0.0,0.0
2025-06-10,ITM011,Agua embotellada,alimentos,litro,51,304.3,0.0,18.4,285.9,171.6,343.2,11.66,0.0,0.0
2025-06-11,ITM011,Agua embotellada,alimentos,litro,50,285.9,0.0,21.5,264.4,164.3,328.6,11.26,0.0,0.0
2025-06-12,ITM011,Agua embotellada,alimentos,litro,48,264.4,0.0,25.6,238.8,166.6,333.2,10.03,0.0,0.0
2025-06-13,ITM011,Agua embotellada,alimentos,litro,51,660.9,422.1,28.0,632.9,169.9,339.8,26.08,0.0,0.0
2025-06-14,ITM011,Agua embotellada,alimentos,litro,52,632.9,0.0,25.8,607.1,167.7,335.4,25.34,0.0,0.0
2025-06-15,ITM011,Agua embotellada,alimentos,litro,51,607.1,0.0,28.5,578.6,171.4,342.8,23.63,0.0,0.0
2025-06-16,ITM011,Agua embotellada,alimentos,litro,49,578.6,0.0,25.0,553.6,172.8,345.6,22.43,0.0,0.0
2025-06-17,ITM011,Agua embotellada,alimentos,litro,47,553.6,0.0,32.9,520.7,187.3,374.6,19.46,0.0,0.0
2025-06-18,ITM011,Agua embotellada,alimentos,litro,49,520.7,0.0,23.7,497.0,189.5,379.0,18.36,0.0,0.0
2025-06-19,ITM011,Agua embotellada,alimentos,litro,47,497.0,0.0,24.1,472.9,188.0,376.0,17.61,0.0,0.0
2025-06-20,ITM011,Agua embotellada,alimentos,litro,48,472.9,0.0,25.0,447.9,185.0,370.0,16.95,0.0,0.0
2025-06-21,ITM011,Agua embotellada,alimentos,litro,48,447.9,0.0,21.2,426.7,180.4,360.8,16.56,0.0,0.0
2025-06-22,ITM011,Agua embotellada,alimentos,litro,47,426.7,0.0,25.9,400.8,177.8,355.6,15.78,0.0,0.0
2025-06-23,ITM011,Agua embotellada,alimentos,litro,48,400.8,0.0,21.6,379.2,174.4,348.8,15.22,0.0,0.0
2025-06-24,ITM011,Agua embotellada,alimentos,litro,46,379.2,0.0,22.4,356.8,163.9,327.8,15.24,0.0,0.0
2025-06-25,ITM011,Agua embotellada,alimentos,litro,45,356.8,0.0,23.0,333.8,163.2,326.4,14.32,0.0,0.0
2025-06-26,ITM011,Agua embotellada,alimentos,litro,47,333.8,0.0,20.4,313.4,159.5,319.0,13.75,0.0,0.0
2025-06-27,ITM011,Agua embotellada,alimentos,litro,47,313.4,0.0,23.6,289.8,158.1,316.2,12.83,0.0,0.0
2025-06-28,ITM011,Agua embotellada,alimentos,litro,48,289.8,0.0,25.6,264.2,162.5,325.0,11.38,0.0,0.0
2025-06-29,ITM011,Agua embotellada,alimentos,litro,45,264.2,0.0,28.1,236.1,164.7,329.4,10.03,0.0,0.0
2025-06-30,ITM011,Agua embotellada,alimentos,litro,46,236.1,0.0,25.9,210.2,169.0,338.0,8.71,0.0,0.0
2025-07-01,ITM011,Agua embotellada,alimentos,litro,43,210.2,0.0,22.0,188.2,168.6,337.2,7.81,0.0,0.0
2025-07-02,ITM011,Agua embotellada,alimentos,litro,45,188.2,0.0,17.9,170.3,163.5,327.0,7.29,0.0,0.0
2025-07-03,ITM011,Agua embotellada,alimentos,litro,46,656.1,485.8,21.9,634.2,165.0,330.0,26.91,0.0,0.0
2025-07-04,ITM011,Agua embotellada,alimentos,litro,44,634.2,0.0,22.6,611.6,164.0,328.0,26.1,0.0,0.0
2025-07-05,ITM011,Agua embotellada,alimentos,litro,47,611.6,0.0,22.8,588.8,161.2,322.4,25.57,0.0,0.0
2025-07-06,ITM011,Agua embotellada,alimentos,litro,49,588.8,0.0,29.1,559.7,162.2,324.4,24.15,0.0,0.0
2025-07-07,ITM011,Agua embotellada,alimentos,litro,49,559.7,0.0,26.8,532.9,163.1,326.2,22.87,0.0,0.0
2025-07-08,ITM011,Agua embotellada,alimentos,litro,49,532.9,0.0,22.0,510.9,163.1,326.2,21.93,0.0,0.0
2025-07-09,ITM011,Agua embotellada,alimentos,litro,49,510.9,0.0,19.8,491.1,165.0,330.0,20.83,0.0,0.0
2025-07-10,ITM011,Agua embotellada,alimentos,litro,48,491.1,0.0,25.8,465.3,168.9,337.8,19.28,0.0,0.0
2025-07-11,ITM011,Agua embotellada,alimentos,litro,46,465.3,0.0,18.6,446.7,164.9,329.8,18.96,0.0,0.0
2025-07-12,ITM011,Agua embotellada,alimentos,litro,45,446.7,0.0,20.1,426.6,162.2,324.4,18.41,0.0,0.0
2025-07-13,ITM011,Agua embotellada,alimentos,litro,44,426.6,0.0,23.3,403.3,156.4,312.8,18.05,0.0,0.0
2025-07-14,ITM011,Agua embotellada,alimentos,litro,44,403.3,0.0,25.8,377.5,155.4,310.8,17.0,0.0,0.0
2025-07-15,ITM011,Agua embotellada,alimentos,litro,44,377.5,0.0,25.4,352.1,158.8,317.6,15.52,0.0,0.0
2025-07-16,ITM011,Agua embotellada,alimentos,litro,46,352.1,0.0,23.9,328.2,162.9,325.8,14.1,0.0,0.0
2025-07-17,ITM011,Agua embotellada,alimentos,litro,47,328.2,0.0,22.6,305.6,159.7,319.4,13.4,0.0,0.0
2025-07-18,ITM011,Agua embotellada,alimentos,litro,46,305.6,0.0,26.0,279.6,167.1,334.2,11.71,0.0,0.0
2025-07-19,ITM011,Agua embotellada,alimentos,litro,47,279.6,0.0,27.0,252.6,174.0,348.0,10.16,0.0,0.0
2025-07-20,ITM011,Agua embotellada,alimentos,litro,47,252.6,0.0,22.3,230.3,173.0,346.0,9.32,0.0,0.0
2025-07-21,ITM011,Agua embotellada,alimentos,litro,46,230.3,0.0,18.7,211.6,165.9,331.8,8.93,0.0,0.0
2025-07-22,ITM011,Agua embotellada,alimentos,litro,45,211.6,0.0,16.2,195.4,156.7,313.4,8.73,0.0,0.0
2025-07-23,ITM011,Agua embotellada,alimentos,litro,43,665.8,470.4,25.9,639.9,158.7,317.4,28.22,0.0,0.0
2025-07-24,ITM011,Agua embotellada,alimentos,litro,43,639.9,0.0,16.3,623.6,152.4,304.8,28.64,0.0,0.0
2025-07-25,ITM011,Agua embotellada,alimentos,litro,44,623.6,0.0,25.2,598.4,151.6,303.2,27.63,0.0,0.0
2025-07-26,ITM011,Agua embotellada,alimentos,litro,41,598.4,0.0,23.2,575.2,147.8,295.6,27.24,0.0,0.0
2025-07-27,ITM011,Agua embotellada,alimentos,litro,41,575.2,0.0,22.9,552.3,148.4,296.8,26.05,0.0,0.0
2025-07-28,ITM011,Agua embotellada,alimentos,litro,43,552.3,0.0,14.8,537.5,144.5,289.0,26.04,0.0,0.0
2025-07-29,ITM011,Agua embotellada,alimentos,litro,45,537.5,0.0,24.3,513.2,152.6,305.2,23.54,0.0,0.0
2025-07-30,ITM011,Agua embotellada,alimentos,litro,48,513.2,0.0,23.3,489.9,150.0,300.0,22.86,0.0,0.0
2025-07-31,ITM011,Agua embotellada,alimentos,litro,48,489.9,0.0,19.7,470.2,153.4,306.8,21.46,0.0,0.0
2025-08-01,ITM011,Agua embotellada,alimentos,litro,47,470.2,0.0,23.7,446.5,151.9,303.8,20.58,0.0,0.0
2025-08-02,ITM011,Agua embotellada,alimentos,litro,47,446.5,0.0,28.9,417.6,157.6,315.2,18.55,0.0,0.0
2025-08-03,ITM011,Agua embotellada,alimentos,litro,48,417.6,0.0,20.4,397.2,155.1,310.2,17.93,0.0,0.0
2025-08-04,ITM011,Agua embotellada,alimentos,litro,47,397.2,0.0,24.5,372.7,164.8,329.6,15.83,0.0,0.0
2025-08-05,ITM011,Agua embotellada,alimentos,litro,45,372.7,0.0,21.1,351.6,161.6,323.2,15.23,0.0,0.0
2025-08-06,ITM011,Agua embotellada,alimentos,litro,42,351.6,0.0,19.5,332.1,157.8,315.6,14.73,0.0,0.0
2025-08-07,ITM011,Agua embotellada,alimentos,litro,42,332.1,0.0,17.7,314.4,155.8,311.6,14.13,0.0,0.0
2025-08-08,ITM011,Agua embotellada,alimentos,litro,43,314.4,0.0,22.8,291.6,154.9,309.8,13.18,0.0,0.0
2025-08-09,ITM011,Agua embotellada,alimentos,litro,41,291.6,0.0,22.5,269.1,148.5,297.0,12.68,0.0,0.0
2025-08-10,ITM011,Agua embotellada,alimentos,litro,43,269.1,0.0,17.7,251.4,145.8,291.6,12.07,0.0,0.0
2025-08-11,ITM011,Agua embotellada,alimentos,litro,44,251.4,0.0,21.6,229.8,142.9,285.8,11.26,0.0,0.0
2025-08-12,ITM011,Agua embotellada,alimentos,litro,41,229.8,0.0,18.4,211.4,140.2,280.4,10.55,0.0,0.0
2025-08-13,ITM011,Agua embotellada,alimentos,litro,44,211.4,0.0,17.6,193.8,138.3,276.6,9.81,0.0,0.0
2025-08-14,ITM011,Agua embotellada,alimentos,litro,45,193.8,0.0,22.4,171.4,143.0,286.0,8.39,0.0,0.0
2025-08-15,ITM011,Agua embotellada,alimentos,litro,46,171.4,0.0,20.7,150.7,140.9,281.8,7.49,0.0,0.0
2025-08-16,ITM011,Agua embotellada,alimentos,litro,44,670.9,520.2,15.5,655.4,133.9,267.8,34.26,0.0,0.0
2025-08-17,ITM011,Agua embotellada,alimentos,litro,46,655.4,0.0,24.6,630.8,140.8,281.6,31.36,0.0,0.0
2025-08-18,ITM011,Agua embotellada,alimentos,litro,47,630.8,0.0,24.3,606.5,143.5,287.0,29.59,0.0,0.0
2025-08-19,ITM011,Agua embotellada,alimentos,litro,45,606.5,0.0,16.6,589.9,141.7,283.4,29.14,0.0,0.0
2025-08-20,ITM011,Agua embotellada,alimentos,litro,42,589.9,0.0,16.5,573.4,140.6,281.2,28.55,0.0,0.0
2025-08-21,ITM011,Agua embotellada,alimentos,litro,42,573.4,0.0,15.4,558.0,133.6,267.2,29.24,0.0,0.0
2025-08-22,ITM011,Agua embotellada,alimentos,litro,44,558.0,0.0,21.8,536.2,134.7,269.4,27.86,0.0,0.0
2025-08-23,ITM011,Agua embotellada,alimentos,litro,43,536.2,0.0,17.9,518.3,137.1,274.2,26.46,0.0,0.0
2025-08-24,ITM011,Agua embotellada,alimentos,litro,43,518.3,0.0,19.1,499.2,131.6,263.2,26.55,0.0,0.0
2025-08-25,ITM011,Agua embotellada,alimentos,litro,44,499.2,0.0,18.3,480.9,125.6,251.2,26.8,0.0,0.0
2025-08-26,ITM011,Agua embotellada,alimentos,litro,46,480.9,0.0,20.5,460.4,129.5,259.0,24.89,0.0,0.0
2025-08-27,ITM011,Agua embotellada,alimentos,litro,43,460.4,0.0,22.1,438.3,135.1,270.2,22.71,0.0,0.0
2025-08-28,ITM011,Agua embotellada,alimentos,litro,41,438.3,0.0,18.3,420.0,138.0,276.0,21.3,0.0,0.0
2025-08-29,ITM011,Agua embotellada,alimentos,litro,40,420.0,0.0,15.7,404.3,131.9,263.8,21.46,0.0,0.0
2025-08-30,ITM011,Agua embotellada,alimentos,litro,38,404.3,0.0,19.8,384.5,133.8,267.6,20.12,0.0,1.0
2025-08-31,ITM011,Agua embotellada,alimentos,litro,37,384.5,0.0,18.6,365.9,133.3,266.6,19.21,0.0,1.0
2025-09-01,ITM011,Agua embotellada,alimentos,litro,40,365.9,0.0,14.7,351.2,129.7,259.4,18.95,0.0,1.0
2025-09-02,ITM011,Agua embotellada,alimentos,litro,39,351.2,0.0,11.9,339.3,121.1,242.2,19.61,0.0,1.0
2025-09-03,ITM011,Agua embotellada,alimentos,litro,39,339.3,0.0,16.4,322.9,115.4,230.8,19.59,0.0,1.0
2025-09-04,ITM011,Agua embotellada,alimentos,litro,38,322.9,0.0,18.2,304.7,115.3,230.6,18.5,0.0,1.0
2025-09-05,ITM011,Agua embotellada,alimentos,litro,38,304.7,0.0,13.1,291.6,112.7,225.4,18.11,0.0,1.0
2025-09-06,ITM011,Agua embotellada,alimentos,litro,39,291.6,0.0,17.8,273.8,110.7,221.4,17.31,1.0,1.0
2025-09-07,ITM011,Agua embotellada,alimentos,litro,40,273.8,0.0,17.7,256.1,109.8,219.6,16.33,1.0,1.0
2025-09-08,ITM011,Agua embotellada,alimentos,litro,40,256.1,0.0,20.6,235.5,115.7,231.4,14.25,1.0,1.0
2025-09-09,ITM011,Agua embotellada,alimentos,litro,41,235.5,0.0,20.8,214.7,124.6,249.2,12.06,1.0,1.0
2025-09-10,ITM011,Agua embotellada,alimentos,litro,40,214.7,0.0,17.4,197.3,125.6,251.2,11.0,1.0,1.0
2025-09-11,ITM011,Agua embotellada,alimentos,litro,39,197.3,0.0,19.2,178.1,126.6,253.2,9.85,1.0,1.0
2025-09-12,ITM011,Agua embotellada,alimentos,litro,40,178.1,0.0,17.3,160.8,130.8,261.6,8.61,1.0,1.0
2025-09-13,ITM011,Agua embotellada,alimentos,litro,38,160.8,0.0,17.0,143.8,130.0,260.0,7.74,0.0,0.0
2025-09-14,ITM011,Agua embotellada,alimentos,litro,42,679.1,535.3,16.6,662.5,128.9,257.8,35.98,0.0,0.0
2025-09-15,ITM011,Agua embotellada,alimentos,litro,43,662.5,0.0,15.4,647.1,123.7,247.4,36.62,0.0,0.0
2025-09-16,ITM011,Agua embotellada,alimentos,litro,43,647.1,0.0,19.8,627.3,122.7,245.4,35.79,0.0,0.0
2025-09-17,ITM011,Agua embotellada,alimentos,litro,41,627.3,0.0,16.0,611.3,121.3,242.6,35.28,0.0,0.0
2025-09-18,ITM011,Agua embotellada,alimentos,litro,42,611.3,0.0,15.9,595.4,118.0,236.0,35.32,0.0,0.0
2025-09-19,ITM011,Agua embotellada,alimentos,litro,40,595.4,0.0,14.6,580.8,115.3,230.6,35.26,0.0,0.0
2025-09-20,ITM011,Agua embotellada,alimentos,litro,37,580.8,0.0,17.0,563.8,115.3,230.6,34.23,0.0,0.0
2025-09-21,ITM011,Agua embotellada,alimentos,litro,36,563.8,0.0,18.4,545.4,117.1,234.2,32.6,0.0,0.0
2025-09-22,ITM011,Agua embotellada,alimentos,litro,37,545.4,0.0,12.5,532.9,114.2,228.4,32.66,0.0,0.0
2025-09-23,ITM011,Agua embotellada,alimentos,litro,39,532.9,0.0,14.3,518.6,108.7,217.4,33.4,0.0,0.0
2025-09-24,ITM011,Agua embotellada,alimentos,litro,38,518.6,0.0,18.7,499.9,111.4,222.8,31.41,0.0,0.0
2025-09-25,ITM011,Agua embotellada,alimentos,litro,39,499.9,0.0,25.4,474.5,120.9,241.8,27.47,0.0,0.0
2025-09-26,ITM011,Agua embotellada,alimentos,litro,40,474.5,0.0,16.1,458.4,122.4,244.8,26.22,0.0,0.0
2025-09-27,ITM011,Agua embotellada,alimentos,litro,42,458.4,0.0,20.4,438.0,125.8,251.6,24.37,0.0,0.0
2025-09-28,ITM011,Agua embotellada,alimentos,litro,37,438.0,0.0,17.6,420.4,125.0,250.0,23.54,0.0,0.0
2025-09-29,ITM011,Agua embotellada,alimentos,litro,40,420.4,0.0,21.2,399.2,133.7,267.4,20.9,0.0,1.0
2025-09-30,ITM011,Agua embotellada,alimentos,litro,41,399.2,0.0,18.6,380.6,138.0,276.0,19.31,0.0,1.0
2025-10-01,ITM011,Agua embotellada,alimentos,litro,41,380.6,0.0,16.4,364.2,135.7,271.4,18.79,0.0,1.0
2025-10-02,ITM011,Agua embotellada,alimentos,litro,40,364.2,0.0,19.2,345.0,129.5,259.0,18.65,0.0,1.0
2025-10-03,ITM011,Agua embotellada,alimentos,litro,41,345.0,0.0,24.4,320.6,137.8,275.6,16.29,0.0,1.0
2025-10-04,ITM011,Agua embotellada,alimentos,litro,40,320.6,0.0,20.9,299.7,138.3,276.6,15.17,0.0,1.0
2025-10-05,ITM011,Agua embotellada,alimentos,litro,44,299.7,0.0,19.1,280.6,139.8,279.6,14.05,0.0,1.0
2025-10-06,ITM011,Agua embotellada,alimentos,litro,44,280.6,0.0,15.4,265.2,134.0,268.0,13.85,1.0,1.0
2025-10-07,ITM011,Agua embotellada,alimentos,litro,43,265.2,0.0,16.5,248.7,131.9,263.8,13.2,1.0,1.0
2025-10-08,ITM011,Agua embotellada,alimentos,litro,44,248.7,0.0,13.1,235.6,128.6,257.2,12.82,1.0,1.0
2025-10-09,ITM011,Agua embotellada,alimentos,litro,46,235.6,0.0,21.2,214.4,130.6,261.2,11.49,1.0,1.0
2025-10-10,ITM011,Agua embotellada,alimentos,litro,44,214.4,0.0,20.3,194.1,126.5,253.0,10.74,1.0,1.0
2025-10-11,ITM011,Agua embotellada,alimentos,litro,44,194.1,0.0,18.8,175.3,124.4,248.8,9.86,1.0,1.0
2025-10-12,ITM011,Agua embotellada,alimentos,litro,45,175.3,0.0,16.6,158.7,121.9,243.8,9.11,1.0,1.0
2025-10-13,ITM011,Agua embotellada,alimentos,litro,44,158.7,0.0,20.4,138.3,126.9,253.8,7.63,0.0,0.0
2025-10-14,ITM011,Agua embotellada,alimentos,litro,43,673.9,535.6,15.3,658.6,125.7,251.4,36.68,0.0,0.0
2025-10-15,ITM011,Agua embotellada,alimentos,litro,42,658.6,0.0,21.7,636.9,134.3,268.6,33.2,0.0,0.0
2025-10-16,ITM011,Agua embotellada,alimentos,litro,42,636.9,0.0,16.6,620.3,129.7,259.4,33.48,0.0,0.0
2025-10-17,ITM011,Agua embotellada,alimentos,litro,43,620.3,0.0,26.6,593.7,136.0,272.0,30.56,0.0,0.0
2025-10-18,ITM011,Agua embotellada,alimentos,litro,42,593.7,0.0,18.4,575.3,135.6,271.2,29.7,0.0,0.0
2025-10-19,ITM011,Agua embotellada,alimentos,litro,42,575.3,0.0,17.7,557.6,136.7,273.4,28.55,0.0,0.0
2025-10-20,ITM011,Agua embotellada,alimentos,litro,41,557.6,0.0,17.0,540.6,133.3,266.6,28.39,0.0,0.0
2025-10-21,ITM011,Agua embotellada,alimentos,litro,41,540.6,0.0,21.6,519.0,139.6,279.2,26.02,0.0,0.0
2025-10-22,ITM011,Agua embotellada,alimentos,litro,42,519.0,0.0,18.4,500.6,136.3,272.6,25.71,0.0,0.0
2025-10-23,ITM011,Agua embotellada,alimentos,litro,41,500.6,0.0,20.0,480.6,139.7,279.4,24.08,0.0,0.0
2025-10-24,ITM011,Agua embotellada,alimentos,litro,41,480.6,0.0,22.3,458.3,135.4,270.8,23.69,0.0,0.0
2025-10-25,ITM011,Agua embotellada,alimentos,litro,41,458.3,0.0,18.4,439.9,135.4,270.8,22.74,0.0,0.0
2025-10-26,ITM011,Agua embotellada,alimentos,litro,38,439.9,0.0,13.2,426.7,130.9,261.8,22.82,0.0,0.0
2025-10-27,ITM011,Agua embotellada,alimentos,litro,37,426.7,0.0,15.0,411.7,128.9,257.8,22.36,0.0,0.0
2025-10-28,ITM011,Agua embotellada,alimentos,litro,37,411.7,0.0,19.1,392.6,126.4,252.8,21.74,0.0,0.0
2025-10-29,ITM011,Agua embotellada,alimentos,litro,37,392.6,0.0,14.3,378.3,122.3,244.6,21.65,0.0,0.0
2025-10-30,ITM011,Agua embotellada,alimentos,litro,37,378.3,0.0,12.0,366.3,114.3,228.6,22.43,0.0,1.0
2025-10-31,ITM011,Agua embotellada,alimentos,litro,38,366.3,0.0,17.2,349.1,109.2,218.4,22.38,0.0,1.0
2025-11-01,ITM011,Agua embotellada,alimentos,litro,36,349.1,0.0,18.1,331.0,108.9,217.8,21.28,0.0,1.0
2025-11-02,ITM011,Agua embotellada,alimentos,litro,37,331.0,0.0,19.2,311.8,114.9,229.8,19.0,0.0,1.0
