donacion_id,fecha,tipo_donante,item_id,nombre_item,categoria,unidad_medida,cantidad_donada,valor_estimado_soles,campania
DON00268,2026-07-08,ONG,ITM018,Alcohol en gel,higiene,unidad,122,669.29,Navidad
DON00269,2026-03-28,Empresa,ITM003,Leche evaporada,alimentos,lata,156,1201.42,Regular
DON00270,2026-06-20,Universidad,ITM008,Galletas nutritivas,alimentos,paquete,35,357.93,Navidad
DON00271,2025-06-23,Iglesia/Comunidad,ITM014,Jabón líquido,higiene,litro,83,414.26,Regular
DON00272,2025-07-09,Persona natural,ITM020,Guantes descartables,insumos_medicos,par,7,48.75,Regular
DON00273,2025-05-20,Persona natural,ITM010,Frutas,alimentos,kg,19,182.65,Aniversario ALDIMI
DON00274,2025-05-27,Empresa,ITM001,Arroz,alimentos,kg,63,355.32,Aniversario ALDIMI
DON00275,2026-06-26,Persona natural,ITM007,Conservas de atún,alimentos,lata,20,265.69,Emergencia
DON00276,2025-05-15,Persona natural,ITM007,Conservas de atún,alimentos,lata,3,47.88,Regular
DON00277,2025-07-18,Empresa,ITM026,Clorhexidina,insumos_medicos,frasco,25,316.09,Regular
DON00278,2025-03-26,Persona natural,ITM026,Clorhexidina,insumos_medicos,frasco,81,154.22,Regular
DON00279,2026-02-04,Persona natural,ITM029,Suero oral,medicamentos_soporte,sobre,24,308.01,Navidad
DON00280,2025-01-25,ONG,ITM012,Ensure pediátrico,alimentos,unidad,24,407.6,Emergencia
DON00281,2025-07-02,Campaña digital,ITM007,Conservas de atún,alimentos,lata,40,350.22,Regular
DON00282,2026-01-30,Persona natural,ITM002,Avena,alimentos,kg,52,543.28,Regular
DON00283,2026-04-04,Campaña digital,ITM012,Ensure pediátrico,alimentos,unidad,80,809.21,Regular
DON00284,2025-05-05,Empresa,ITM025,Vendas,insumos_medicos,unidad,93,1485.18,Regular
DON00285,2025-03-28,Empresa,ITM009,Suplemento nutricional,alimentos,unidad,259,4551.02,Día del Niño
DON00286,2025-04-01,Persona natural,ITM008,Galletas nutritivas,alimentos,paquete,68,926.5,Regular
DON00287,2025-03-05,Persona natural,ITM028,Algodón,insumos_medicos,paquete,35,541.42,Aniversario ALDIMI
DON00288,2025-12-20,Persona natural,ITM004,Menestras,alimentos,kg,10,99.19,Día del Niño
DON00289,2025-12-25,Empresa,ITM009,Suplemento nutricional,alimentos,unidad,150,2688.98,Regular
DON00290,2026-06-15,Empresa,ITM010,Frutas,alimentos,kg,5,22.97,Aniversario ALDIMI
DON00291,2025-12-13,Iglesia/Comunidad,ITM027,Jeringas descartables,insumos_medicos,unidad,61,963.3,Aniversario ALDIMI
DON00292,2026-06-04,Campaña digital,ITM005,Aceite vegetal,alimentos,litro,12,24.49,Regular
DON00293,2025-01-31,Persona natural,ITM014,Jabón líquido,higiene,litro,50,762.36,Emergencia
DON00294,2026-02-05,Empresa,ITM019,Mascarillas,insumos_medicos,unidad,68,342.02,Navidad
DON00295,2025-05-29,Persona natural,ITM026,Clorhexidina,insumos_medicos,frasco,32,204.36,Regular
DON00296,2026-04-10,Persona natural,ITM011,Agua embotellada,alimentos,litro,125,1830.92,Aniversario ALDIMI
DON00297,2026-03-21,Campaña digital,ITM020,Guantes descartables,insumos_medicos,par,15,31.1,Regular
DON00298,2025-05-07,ONG,ITM013,Papel higiénico,higiene,rollo,30,246.5,Regular
DON00299,2025-09-20,Universidad,ITM009,Suplemento nutricional,alimentos,unidad,64,101.83,Regular
DON00300,2025-12-12,Iglesia/Comunidad,ITM026,Clorhexidina,insumos_medicos,frasco,65,886.53,Regular
DON00301,2025-02-28,Empresa,ITM003,Leche evaporada,alimentos,lata,37,215.13,Regular
DON00302,2025-11-22,Iglesia/Comunidad,ITM028,Algodón,insumos_medicos,paquete,45,463.73,Regular
DON00303,2025-08-19,Universidad,ITM007,Conservas de atún,alimentos,lata,18,285.56,Navidad
DON00304,2026-03-26,Persona natural,ITM009,Suplemento nutricional,alimentos,unidad,91,1146.25,Regular
DON00305,2025-09-05,Empresa,ITM012,Ensure pediátrico,alimentos,unidad,176,1513.67,Navidad
DON00306,2025-07-20,Persona natural,ITM028,Algodón,insumos_medicos,paquete,20,278.64,Emergencia
DON00307,2025-01-24,Empresa,ITM014,Jabón líquido,higiene,litro,44,105.38,Regular
DON00308,2026-07-06,ONG,ITM019,Mascarillas,insumos_medicos,unidad,71,969.37,Regular
DON00309,2025-12-26,Persona natural,ITM019,Mascarillas,insumos_medicos,unidad,29,429.33,Regular
DON00310,2025-04-05,ONG,ITM026,Clorhexidina,insumos_medicos,frasco,109,1673.55,Navidad
DON00311,2025-05-16,Empresa,ITM003,Leche evaporada,alimentos,lata,104,642.93,Emergencia
DON00312,2026-01-27,Persona natural,ITM014,Jabón líquido,higiene,litro,62,783.87,Día del Niño
DON00313,2025-02-12,Empresa,ITM025,Vendas,insumos_medicos,unidad,91,1121.18,Regular
DON00314,2025-07-11,Campaña digital,ITM006,Fideos,alimentos,kg,25,104.75,Regular
DON00315,2026-01-14,Persona natural,ITM018,Alcohol en gel,higiene,unidad,19,233.96,Navidad
DON00316,2025-09-14,Iglesia/Comunidad,ITM023,Baja lenguas,insumos_medicos,unidad,36,604.11,Regular
DON00317,2025-10-02,Empresa,ITM028,Algodón,insumos_medicos,paquete,45,624.71,Regular
DON00318,2026-03-17,Persona natural,ITM019,Mascarillas,insumos_medicos,unidad,17,305.81,Regular
DON00319,2025-12-19,Persona natural,ITM017,Detergente,higiene,kg,63,183.07,Día del Niño
DON00320,2026-01-26,Campaña digital,ITM026,Clorhexidina,insumos_medicos,frasco,49,643.36,Día del Niño
DON00321,2026-02-17,Persona natural,ITM010,Frutas,alimentos,kg,28,238.42,Aniversario ALDIMI
DON00322,2026-07-11,Empresa,ITM027,Jeringas descartables,insumos_medicos,unidad,48,459.35,Navidad
DON00323,2025-10-25,Persona natural,ITM008,Galletas nutritivas,alimentos,paquete,29,136.58,Día del Niño
DON00324,2026-01-25,Empresa,ITM019,Mascarillas,insumos_medicos,unidad,38,435.94,Aniversario ALDIMI
DON00325,2025-05-24,Persona natural,ITM026,Clorhexidina,insumos_medicos,frasco,3,38.11,Regular
DON00326,2026-01-09,Empresa,ITM023,Baja lenguas,insumos_medicos,unidad,41,224.85,Regular
DON00327,2026-06-04,Iglesia/Comunidad,ITM027,Jeringas descartables,insumos_medicos,unidad,26,194.57,Día del Niño
DON00328,2025-05-02,ONG,ITM025,Vendas,insumos_medicos,unidad,122,1670.42,Regular
DON00329,2025-04-17,Empresa,ITM004,Menestras,alimentos,kg,82,276.59,Regular
DON00330,2026-07-01,Campaña digital,ITM027,Jeringas descartables,insumos_medicos,unidad,17,66.24,Regular
DON00331,2025-01-29,ONG,ITM011,Agua embotellada,alimentos,litro,62,946.05,Regular
DON00332,2025-03-06,Persona natural,ITM005,Aceite vegetal,alimentos,litro,31,434.7,Día del Niño
DON00333,2026-07-01,Persona natural,ITM025,Vendas,insumos_medicos,unidad,64,739.63,Navidad
DON00334,2025-06-08,Persona natural,ITM020,Guantes descartables,insumos_medicos,par,2,22.86,Emergencia
DON00335,2026-02-22,Universidad,ITM019,Mascarillas,insumos_medicos,unidad,44,542.17,Regular
DON00336,2025-02-25,Persona natural,ITM003,Leche evaporada,alimentos,lata,19,241.25,Regular
DON00337,2025-02-10,Persona natural,ITM020,Guantes descartables,insumos_medicos,par,36,267.13,Regular
DON00338,2026-06-04,Persona natural,ITM011,Agua embotellada,alimentos,litro,9,37.81,Regular
DON00339,2026-03-21,Persona natural,ITM015,Pañales,higiene,unidad,19,212.1,Día del Niño
DON00340,2025-04-29,Persona natural,ITM017,Detergente,higiene,kg,31,514.98,Aniversario ALDIMI
DON00341,2025-08-07,Campaña digital,ITM018,Alcohol en gel,higiene,unidad,32,346.7,Navidad
DON00342,2025-04-26,ONG,ITM009,Suplemento nutricional,alimentos,unidad,85,1515.91,Regular
DON00343,2025-07-08,Persona natural,ITM006,Fideos,alimentos,kg,65,656.31,Regular
DON00344,2025-12-08,Persona natural,ITM005,Aceite vegetal,alimentos,litro,97,602.86,Regular
DON00345,2025-11-19,Empresa,ITM026,Clorhexidina,insumos_medicos,frasco,161,2859.45,Navidad
DON00346,2025-07-14,ONG,ITM003,Leche evaporada,alimentos,lata,107,359.25,Día del Niño
DON00347,2026-03-25,Iglesia/Comunidad,ITM001,Arroz,alimentos,kg,102,1352.84,Aniversario ALDIMI
DON00348,2025-02-17,Iglesia/Comunidad,ITM019,Mascarillas,insumos_medicos,unidad,51,750.71,Emergencia
DON00349,2025-06-29,Iglesia/Comunidad,ITM005,Aceite vegetal,alimentos,litro,32,487.86,Regular
DON00350,2025-04-06,Persona natural,ITM015,Pañales,higiene,unidad,33,386.39,Emergencia
DON00351,2025-01-28,Persona natural,ITM027,Jeringas descartables,insumos_medicos,unidad,48,470.9,Día del Niño
DON00352,2025-10-12,ONG,ITM028,Algodón,insumos_medicos,paquete,35,468.81,Regular
DON00353,2025-04-06,Persona natural,ITM022,Termómetros digitales,insumos_medicos,unidad,3,15.18,Regular
DON00354,2025-10-11,Empresa,ITM004,Menestras,alimentos,kg,120,260.4,Regular
DON00355,2026-03-25,ONG,ITM023,Baja lenguas,insumos_medicos,unidad,69,246.25,Navidad
DON00356,2026-02-14,Empresa,ITM021,Gasas estériles,insumos_medicos,paquete,96,1434.74,Navidad
DON00357,2025-05-25,Empresa,ITM010,Frutas,alimentos,kg,39,414.79,Regular
DON00358,2025-02-26,Persona natural,ITM002,Avena,alimentos,kg,13,97.46,Regular
DON00359,2025-04-21,ONG,ITM016,Toallas húmedas,higiene,paquete,139,1820.56,Regular
DON00360,2025-04-27,Persona natural,ITM008,Galletas nutritivas,alimentos,paquete,39,428.29,Regular
DON00361,2026-01-31,Empresa,ITM020,Guantes descartables,insumos_medicos,par,16,144.47,Emergencia
DON00362,2025-07-31,Persona natural,ITM015,Pañales,higiene,unidad,17,277.81,Regular
DON00363,2026-02-19,Persona natural,ITM003,Leche evaporada,alimentos,lata,159,1383.05,Aniversario ALDIMI
DON00364,2025-04-01,Empresa,ITM013,Papel higiénico,higiene,rollo,239,2960.9,Regular
DON00365,2025-12-03,Empresa,ITM013,Papel higiénico,higiene,rollo,54,961.74,Regular
DON00366,2025-03-12,Persona natural,ITM018,Alcohol en gel,higiene,unidad,18,282.76,Regular
DON00367,2025-12-11,Persona natural,ITM017,Detergente,higiene,kg,32,170.83,Regular
DON00368,2025-07-02,Universidad,ITM019,Mascarillas,insumos_medicos,unidad,65,952.67,Día del Niño
DON00369,2026-02-28,Persona natural,ITM021,Gasas estériles,insumos_medicos,paquete,11,137.44,Regular
DON00370,2025-01-08,Empresa,ITM001,Arroz,alimentos,kg,111,1888.3,Regular
DON00371,2025-12-09,Empresa,ITM003,Leche evaporada,alimentos,lata,207,324.19,Día del Niño
DON00372,2026-06-08,Universidad,ITM017,Detergente,higiene,kg,36,524.34,Regular
DON00373,2025-11-15,Persona natural,ITM008,Galletas nutritivas,alimentos,paquete,18,235.24,Regular
DON00374,2025-11-17,Persona natural,ITM016,Toallas húmedas,higiene,paquete,85,883.71,Regular
DON00375,2025-06-28,Persona natural,ITM011,Agua embotellada,alimentos,litro,73,486.12,Regular
DON00376,2025-05-05,Persona natural,ITM013,Papel higiénico,higiene,rollo,22,188.06,Día del Niño
DON00377,2025-11-02,Iglesia/Comunidad,ITM008,Galletas nutritivas,alimentos,paquete,9,133.05,Aniversario ALDIMI
DON00378,2026-06-14,Empresa,ITM002,Avena,alimentos,kg,57,194.0,Regular
DON00379,2025-06-24,Persona natural,ITM029,Suero oral,medicamentos_soporte,sobre,16,120.45,Aniversario ALDIMI
DON00380,2025-04-09,ONG,ITM025,Vendas,insumos_medicos,unidad,118,653.48,Aniversario ALDIMI
DON00381,2025-03-15,Campaña digital,ITM028,Algodón,insumos_medicos,paquete,51,522.36,Regular
DON00382,2026-04-26,Empresa,ITM007,Conservas de atún,alimentos,lata,130,1125.47,Emergencia
DON00383,2025-10-01,Campaña digital,ITM019,Mascarillas,insumos_medicos,unidad,21,57.95,Regular
DON00384,2025-08-27,Empresa,ITM007,Conservas de atún,alimentos,lata,114,628.28,Emergencia
DON00385,2025-12-11,Campaña digital,ITM027,Jeringas descartables,insumos_medicos,unidad,26,348.64,Regular
DON00386,2025-03-17,ONG,ITM018,Alcohol en gel,higiene,unidad,47,388.66,Navidad
DON00387,2025-07-01,Universidad,ITM020,Guantes descartables,insumos_medicos,par,30,528.99,Regular
DON00388,2026-02-26,Campaña digital,ITM001,Arroz,alimentos,kg,74,199.5,Regular
DON00389,2025-12-07,Universidad,ITM019,Mascarillas,insumos_medicos,unidad,74,1090.37,Navidad
DON00390,2026-03-24,Persona natural,ITM020,Guantes descartables,insumos_medicos,par,12,207.03,Regular
DON00391,2025-10-15,Persona natural,ITM008,Galletas nutritivas,alimentos,paquete,21,337.07,Día del Niño
DON00392,2026-04-13,Persona natural,ITM022,Termómetros digitales,insumos_medicos,unidad,22,77.27,Regular
DON00393,2026-05-31,ONG,ITM022,Termómetros digitales,insumos_medicos,unidad,107,1016.08,Navidad
DON00394,2025-07-17,ONG,ITM012,Ensure pediátrico,alimentos,unidad,109,1409.85,Regular
DON00395,2025-01-28,Empresa,ITM011,Agua embotellada,alimentos,litro,148,941.59,Regular
DON00396,2025-03-18,Empresa,ITM020,Guantes descartables,insumos_medicos,par,25,153.33,Navidad
DON00397,2025-04-30,Campaña digital,ITM021,Gasas estériles,insumos_medicos,paquete,73,363.79,Regular
DON00398,2026-04-23,Persona natural,ITM006,Fideos,alimentos,kg,76,942.68,Aniversario ALDIMI
DON00399,2026-05-26,Persona natural,ITM023,Baja lenguas,insumos_medicos,unidad,15,130.05,Regular
DON00400,2025-12-20,Persona natural,ITM029,Suero oral,medicamentos_soporte,sobre,5,83.23,Regular
DON00401,2026-02-26,Empresa,ITM023,Baja lenguas,insumos_medicos,unidad,113,215.24,Regular
DON00402,2025-09-27,Empresa,ITM016,Toallas húmedas,higiene,paquete,74,954.28,Regular
DON00403,2026-05-23,Empresa,ITM016,Toallas húmedas,higiene,paquete,239,649.83,Emergencia
DON00404,2026-06-14,Empresa,ITM014,Jabón líquido,higiene,litro,10,165.32,Regular
DON00405,2025-11-28,ONG,ITM005,Aceite vegetal,alimentos,litro,64,929.94,Emergencia
DON00406,2025-01-04,ONG,ITM024,Antiséptico,insumos_medicos,litro,45,536.14,Día del Niño
DON00407,2025-11-16,Persona natural,ITM014,Jabón líquido,higiene,litro,8,134.53,Regular
DON00408,2025-03-10,ONG,ITM007,Conservas de atún,alimentos,lata,14,169.95,Emergencia
DON00409,2025-08-02,Empresa,ITM013,Papel higiénico,higiene,rollo,117,1952.41,Regular
DON00410,2026-03-15,Persona natural,ITM015,Pañales,higiene,unidad,17,212.33,Regular
DON00411,2026-02-13,Persona natural,ITM015,Pañales,higiene,unidad,50,92.08,Regular
DON00412,2025-12-28,Empresa,ITM029,Suero oral,medicamentos_soporte,sobre,22,143.23,Regular
DON00413,2025-04-23,Persona natural,ITM003,Leche evaporada,alimentos,lata,59,771.6,Aniversario ALDIMI
DON00414,2025-01-03,Empresa,ITM005,Aceite vegetal,alimentos,litro,153,320.87,Regular
DON00415,2026-05-08,ONG,ITM009,Suplemento nutricional,alimentos,unidad,62,977.7,Navidad
DON00416,2025-01-20,Persona natural,ITM027,Jeringas descartables,insumos_medicos,unidad,3,22.13,Emergencia
DON00417,2025-04-09,Persona natural,ITM005,Aceite vegetal,alimentos,litro,24,167.89,Regular
DON00418,2025-01-04,Persona natural,ITM001,Arroz,alimentos,kg,16,175.57,Navidad
DON00419,2026-04-11,Persona natural,ITM004,Menestras,alimentos,kg,149,767.36,Regular
DON00420,2025-04-04,Persona natural,ITM019,Mascarillas,insumos_medicos,unidad,16,24.89,Día del Niño
DON00421,2026-05-23,ONG,ITM023,Baja lenguas,insumos_medicos,unidad,120,284.04,Día del Niño
DON00422,2026-04-17,Persona natural,ITM013,Papel higiénico,higiene,rollo,22,84.94,Regular
DON00423,2025-09-27,Empresa,ITM018,Alcohol en gel,higiene,unidad,99,723.16,Regular
DON00424,2026-02-11,ONG,ITM029,Suero oral,medicamentos_soporte,sobre,38,224.61,Navidad
DON00425,2025-05-26,Empresa,ITM009,Suplemento nutricional,alimentos,unidad,308,3159.99,Regular
DON00426,2025-09-01,ONG,ITM017,Detergente,higiene,kg,181,1697.78,Emergencia
DON00427,2026-06-22,Iglesia/Comunidad,ITM002,Avena,alimentos,kg,83,496.52,Regular
DON00428,2025-04-28,ONG,ITM027,Jeringas descartables,insumos_medicos,unidad,160,563.32,Regular
DON00429,2026-07-04,Persona natural,ITM012,Ensure pediátrico,alimentos,unidad,34,607.96,Regular
DON00430,2025-10-07,Iglesia/Comunidad,ITM009,Suplemento nutricional,alimentos,unidad,48,608.86,Día del Niño
DON00431,2025-12-06,Persona natural,ITM022,Termómetros digitales,insumos_medicos,unidad,13,102.28,Regular
DON00432,2025-12-03,Iglesia/Comunidad,ITM029,Suero oral,medicamentos_soporte,sobre,6,67.18,Regular
DON00433,2026-06-14,Persona natural,ITM001,Arroz,alimentos,kg,11,64.84,Navidad
DON00434,2025-04-24,ONG,ITM025,Vendas,insumos_medicos,unidad,116,1102.88,Regular
DON00435,2026-01-12,Empresa,ITM029,Suero oral,medicamentos_soporte,sobre,67,1123.83,Emergencia
DON00436,2025-10-02,Iglesia/Comunidad,ITM029,Suero oral,medicamentos_soporte,sobre,50,611.75,Aniversario ALDIMI
DON00437,2025-10-25,Persona natural,ITM010,Frutas,alimentos,kg,98,1182.73,Navidad
DON00438,2025-04-16,Iglesia/Comunidad,ITM021,Gasas estériles,insumos_medicos,paquete,48,76.18,Emergencia
DON00439,2025-07-24,Persona natural,ITM015,Pañales,higiene,unidad,34,338.78,Regular
DON00440,2025-06-21,Campaña digital,ITM014,Jabón líquido,higiene,litro,59,338.06,Regular
DON00441,2025-11-27,ONG,ITM019,Mascarillas,insumos_medicos,unidad,60,535.28,Regular
DON00442,2025-01-20,Iglesia/Comunidad,ITM014,Jabón líquido,higiene,litro,23,133.57,Navidad
DON00443,2025-01-11,Empresa,ITM029,Suero oral,medicamentos_soporte,sobre,174,1908.49,Regular
DON00444,2025-02-28,Iglesia/Comunidad,ITM007,Conservas de atún,alimentos,lata,92,1201.81,Aniversario ALDIMI
DON00445,2026-03-20,Persona natural,ITM013,Papel higiénico,higiene,rollo,29,354.61,Regular
DON00446,2025-05-12,Empresa,ITM004,Menestras,alimentos,kg,195,3330.41,Día del Niño
DON00447,2025-07-18,ONG,ITM005,Aceite vegetal,alimentos,litro,210,3069.01,Regular
DON00448,2025-10-26,Iglesia/Comunidad,ITM016,Toallas húmedas,higiene,paquete,165,2605.53,Emergencia
DON00449,2025-03-25,Iglesia/Comunidad,ITM027,Jeringas descartables,insumos_medicos,unidad,28,369.03,Navidad
DON00450,2026-04-18,Campaña digital,ITM027,Jeringas descartables,insumos_medicos,unidad,43,532.71,Regular
DON00451,2026-06-22,Empresa,ITM024,Antiséptico,insumos_medicos,litro,48,753.92,Emergencia
DON00452,2025-09-11,Universidad,ITM001,Arroz,alimentos,kg,76,816.13,Emergencia
DON00453,2026-05-24,Campaña digital,ITM010,Frutas,alimentos,kg,66,701.47,Regular
DON00454,2025-09-19,Empresa,ITM023,Baja lenguas,insumos_medicos,unidad,49,431.52,Día del Niño
DON00455,2026-04-22,Persona natural,ITM023,Baja lenguas,insumos_medicos,unidad,16,197.91,Emergencia
DON00456,2026-02-21,Empresa,ITM024,Antiséptico,insumos_medicos,litro,106,1377.27,Regular
DON00457,2025-10-02,Empresa,ITM001,Arroz,alimentos,kg,16,117.74,Día del Niño
DON00458,2025-04-03,Campaña digital,ITM014,Jabón líquido,higiene,litro,106,929.18,Navidad
DON00459,2025-10-17,Campaña digital,ITM015,Pañales,higiene,unidad,28,303.27,Regular
DON00460,2025-06-08,Persona natural,ITM006,Fideos,alimentos,kg,35,557.87,Regular
DON00461,2025-04-11,Iglesia/Comunidad,ITM017,Detergente,higiene,kg,55,431.0,Aniversario ALDIMI
DON00462,2025-06-05,Empresa,ITM018,Alcohol en gel,higiene,unidad,139,695.3,Regular
DON00463,2026-06-27,ONG,ITM012,Ensure pediátrico,alimentos,unidad,28,326.11,Regular
DON00464,2025-07-12,Campaña digital,ITM002,Avena,alimentos,kg,29,412.5,Regular
DON00465,2025-09-07,Persona natural,ITM009,Suplemento nutricional,alimentos,unidad,26,220.03,Regular
DON00466,2025-02-02,Persona natural,ITM006,Fideos,alimentos,kg,25,211.35,Regular
DON00467,2025-03-24,Persona natural,ITM015,Pañales,higiene,unidad,16,248.32,Navidad
DON00468,2025-11-20,Campaña digital,ITM023,Baja lenguas,insumos_medicos,unidad,17,227.97,Día del Niño
DON00469,2026-05-09,Persona natural,ITM014,Jabón líquido,higiene,litro,31,245.09,Regular
DON00470,2025-09-05,Empresa,ITM029,Suero oral,medicamentos_soporte,sobre,29,320.41,Día del Niño
DON00471,2025-02-13,Universidad,ITM003,Leche evaporada,alimentos,lata,51,496.63,Emergencia
DON00472,2025-04-09,Empresa,ITM025,Vendas,insumos_medicos,unidad,37,538.6,Regular
DON00473,2025-01-03,Persona natural,ITM020,Guantes descartables,insumos_medicos,par,44,178.41,Regular
DON00474,2025-08-22,Iglesia/Comunidad,ITM019,Mascarillas,insumos_medicos,unidad,35,518.81,Navidad
DON00475,2025-03-01,Persona natural,ITM014,Jabón líquido,higiene,litro,47,758.95,Regular
DON00476,2025-04-26,Iglesia/Comunidad,ITM029,Suero oral,medicamentos_soporte,sobre,31,372.87,Emergencia
DON00477,2025-03-23,ONG,ITM013,Papel higiénico,higiene,rollo,232,2488.42,Navidad
DON00478,2025-09-06,Empresa,ITM023,Baja lenguas,insumos_medicos,unidad,228,1658.77,Día del Niño
DON00479,2025-04-22,Iglesia/Comunidad,ITM021,Gasas estériles,insumos_medicos,paquete,48,622.3,Aniversario ALDIMI
DON00480,2025-11-22,Persona natural,ITM008,Galletas nutritivas,alimentos,paquete,54,119.06,Día del Niño
DON00481,2025-07-09,Persona natural,ITM004,Menestras,alimentos,kg,31,453.79,Regular
DON00482,2025-11-26,Persona natural,ITM027,Jeringas descartables,insumos_medicos,unidad,50,546.18,Emergencia
DON00483,2025-04-09,Persona natural,ITM025,Vendas,insumos_medicos,unidad,8,106.27,Navidad
DON00484,2025-07-25,ONG,ITM001,Arroz,alimentos,kg,47,323.52,Regular
DON00485,2026-05-23,Empresa,ITM004,Menestras,alimentos,kg,431,6057.86,Regular
DON00486,2026-02-28,Universidad,ITM007,Conservas de atún,alimentos,lata,52,632.52,Regular
DON00487,2025-12-17,ONG,ITM008,Galletas nutritivas,alimentos,paquete,62,994.49,Regular
DON00488,2025-06-01,Iglesia/Comunidad,ITM025,Vendas,insumos_medicos,unidad,17,133.38,Regular
DON00489,2025-10-30,Persona natural,ITM028,Algodón,insumos_medicos,paquete,40,103.45,Aniversario ALDIMI
DON00490,2025-01-28,ONG,ITM028,Algodón,insumos_medicos,paquete,29,507.2,Regular
DON00491,2025-05-13,Persona natural,ITM023,Baja lenguas,insumos_medicos,unidad,34,485.25,Navidad
DON00492,2026-03-21,Empresa,ITM005,Aceite vegetal,alimentos,litro,32,558.37,Aniversario ALDIMI
DON00493,2026-04-15,Persona natural,ITM018,Alcohol en gel,higiene,unidad,11,80.97,Regular
DON00494,2025-06-23,Persona natural,ITM018,Alcohol en gel,higiene,unidad,69,1200.19,Regular
DON00495,2025-09-05,Iglesia/Comunidad,ITM012,Ensure pediátrico,alimentos,unidad,165,2654.82,Regular
DON00496,2026-02-02,Persona natural,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,30,375.57,Navidad
DON00497,2026-01-26,Iglesia/Comunidad,ITM021,Gasas estériles,insumos_medicos,paquete,65,1005.77,Regular
DON00498,2026-05-31,Persona natural,ITM019,Mascarillas,insumos_medicos,unidad,104,1021.93,Regular
DON00499,2026-01-03,Iglesia/Comunidad,ITM015,Pañales,higiene,unidad,92,682.59,Aniversario ALDIMI
DON00500,2025-10-23,Persona natural,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,32,198.36,Regular
DON00501,2025-08-05,Iglesia/Comunidad,ITM007,Conservas de atún,alimentos,lata,39,93.45,Día del Niño
DON00502,2026-06-23,ONG,ITM029,Suero oral,medicamentos_soporte,sobre,46,89.96,Día del Niño
DON00503,2025-04-27,Persona natural,ITM025,Vendas,insumos_medicos,unidad,23,262.56,Regular
DON00504,2026-01-17,Empresa,ITM005,Aceite vegetal,alimentos,litro,76,1213.49,Día del Niño
DON00505,2025-03-14,Empresa,ITM025,Vendas,insumos_medicos,unidad,18,264.65,Día del Niño
DON00506,2025-10-19,ONG,ITM014,Jabón líquido,higiene,litro,25,189.53,Emergencia
DON00507,2025-12-11,Iglesia/Comunidad,ITM002,Avena,alimentos,kg,116,1374.64,Regular
DON00508,2026-03-15,ONG,ITM005,Aceite vegetal,alimentos,litro,168,2417.86,Regular
DON00509,2025-10-25,Universidad,ITM013,Papel higiénico,higiene,rollo,46,693.51,Regular
DON00510,2025-10-09,Empresa,ITM024,Antiséptico,insumos_medicos,litro,11,122.49,Regular
DON00511,2026-03-29,Empresa,ITM028,Algodón,insumos_medicos,paquete,150,1921.63,Emergencia
DON00512,2025-08-15,Empresa,ITM025,Vendas,insumos_medicos,unidad,164,833.41,Regular
DON00513,2026-06-04,Empresa,ITM024,Antiséptico,insumos_medicos,litro,123,1764.92,Regular
DON00514,2026-02-24,Persona natural,ITM028,Algodón,insumos_medicos,paquete,74,442.52,Regular
DON00515,2026-06-05,Persona natural,ITM007,Conservas de atún,alimentos,lata,37,323.74,Regular
DON00516,2026-05-26,Persona natural,ITM003,Leche evaporada,alimentos,lata,28,114.04,Regular
DON00517,2025-06-10,Campaña digital,ITM025,Vendas,insumos_medicos,unidad,71,225.54,Navidad
DON00518,2025-09-27,Persona natural,ITM018,Alcohol en gel,higiene,unidad,19,48.77,Día del Niño
DON00519,2025-08-13,Empresa,ITM013,Papel higiénico,higiene,rollo,123,1666.52,Regular
DON00520,2025-09-26,Universidad,ITM003,Leche evaporada,alimentos,lata,16,219.08,Regular
DON00521,2025-07-11,Empresa,ITM007,Conservas de atún,alimentos,lata,383,2330.42,Regular
DON00522,2025-08-01,Empresa,ITM017,Detergente,higiene,kg,46,496.66,Día del Niño
DON00523,2025-03-17,Persona natural,ITM015,Pañales,higiene,unidad,13,101.42,Regular
DON00524,2026-02-28,ONG,ITM012,Ensure pediátrico,alimentos,unidad,120,1746.05,Navidad
DON00525,2026-03-02,ONG,ITM007,Conservas de atún,alimentos,lata,171,521.99,Regular
DON00526,2025-11-09,Persona natural,ITM028,Algodón,insumos_medicos,paquete,24,394.05,Regular
DON00527,2025-12-30,Persona natural,ITM023,Baja lenguas,insumos_medicos,unidad,69,275.16,Emergencia
DON00528,2026-05-08,Empresa,ITM016,Toallas húmedas,higiene,paquete,49,514.6,Navidad
DON00529,2025-09-14,Persona natural,ITM029,Suero oral,medicamentos_soporte,sobre,33,538.45,Regular
DON00530,2026-01-22,Universidad,ITM004,Menestras,alimentos,kg,122,1908.55,Aniversario ALDIMI
DON00531,2025-11-10,Persona natural,ITM018,Alcohol en gel,higiene,unidad,10,27.1,Regular
DON00532,2025-02-22,Persona natural,ITM024,Antiséptico,insumos_medicos,litro,56,843.4,Regular
DON00533,2025-02-25,Empresa,ITM027,Jeringas descartables,insumos_medicos,unidad,33,435.38,Navidad
DON00534,2026-01-03,Persona natural,ITM004,Menestras,alimentos,kg,26,140.71,Emergencia
DON00535,2025-10-04,Iglesia/Comunidad,ITM023,Baja lenguas,insumos_medicos,unidad,62,640.79,Aniversario ALDIMI
